room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
10074653,49453306,Private room,,Jamaica Plain,0,,3,1.0,75.0,2.0,42.32139,-71.108852,2016-07-16 21:17:18.775629
4054079,20912254,Entire home/apt,,Jamaica Plain,53,4.5,2,0.0,94.0,,42.316539,-71.104318,2016-07-16 20:42:04.001649
9694218,50065477,Entire home/apt,,Roxbury,39,5.0,4,1.0,100.0,2.0,42.325096,-71.09622,2016-07-16 17:31:00.421103
13306811,31455667,Entire home/apt,,Beacon Hill,17,5.0,2,0.0,129.0,2.0,42.360139,-71.064072,2016-07-16 19:38:33.456440
13115376,5235073,Entire home/apt,,Brighton,6,4.0,4,2.0,90.0,2.0,42.338511,-71.149098,2016-07-16 19:29:35.588787
13550969,26704689,Entire home/apt,,South Boston,1,,11,3.0,350.0,1.0,42.33146,-71.053113,2016-07-16 20:12:18.135927
13019695,25363817,Entire home/apt,,Allston,14,5.0,4,2.0,187.0,1.0,42.348481,-71.136236,2016-07-16 18:25:53.124324
295285,1271326,Private room,,West Roxbury,17,5.0,4,1.0,80.0,1.0,42.287194,-71.16816,2016-07-16 18:10:39.197909
1115394,884747,Private room,,Jamaica Plain,167,5.0,2,1.0,91.0,2.0,42.310009,-71.101764,2016-07-16 22:10:28.559508
12125635,57812241,Private room,,Dorchester,3,5.0,2,1.0,75.0,2.0,42.293435,-71.064328,2016-07-16 23:18:05.838196
4173285,2851756,Private room,,Dorchester,4,5.0,1,1.0,89.0,3.0,42.285539,-71.066703,2016-07-16 22:04:23.758690
973840,5325924,Private room,,Jamaica Plain,42,5.0,2,1.0,82.0,2.0,42.308159,-71.100181,2016-07-16 23:21:04.151188
5729203,29690250,Private room,,Dorchester,0,,1,1.0,75.0,2.0,42.292652,-71.072408,2016-07-16 21:54:02.046859
11389072,1997048,Private room,,Dorchester,0,,3,1.0,119.0,2.0,42.300491,-71.080639,2016-07-16 22:09:54.437054
10279083,21401498,Private room,,West Roxbury,2,,2,1.0,80.0,1.0,42.291988,-71.141109,2016-07-16 21:31:29.955289
8538265,42952459,Private room,,Mattapan,0,,2,1.0,85.0,1.0,42.272785,-71.071003,2016-07-16 19:31:13.799126
6706463,34308622,Private room,,West Roxbury,1,,1,1.0,65.0,1.0,42.290798,-71.15327,2016-07-16 22:55:49.059714
12274601,11332246,Private room,,Jamaica Plain,1,,1,1.0,65.0,1.0,42.296618,-71.113699,2016-07-16 18:25:32.394885
7879708,7594805,Private room,,Jamaica Plain,10,5.0,2,1.0,75.0,1.0,42.295593,-71.115301,2016-07-16 20:14:44.462930
321328,8302344,Private room,,Roslindale,11,4.5,2,1.0,100.0,1.0,42.29328,-71.134565,2016-07-16 22:24:51.513202
7252607,34552909,Private room,,Roslindale,3,4.5,2,1.0,49.0,5.0,42.282802,-71.115145,2016-07-16 20:17:50.944910
12506404,15014071,Private room,,Roslindale,5,5.0,2,1.0,72.0,1.0,42.282121,-71.132604,2016-07-16 18:49:54.270539
7086825,34552909,Private room,,Roslindale,10,5.0,1,1.0,49.0,5.0,42.282282,-71.116817,2016-07-16 17:47:44.877465
400067,1997048,Private room,,Dorchester,20,4.5,1,1.0,56.0,3.0,42.300883,-71.081897,2016-07-16 18:46:30.791866
4025268,449295,Private room,,Jamaica Plain,32,5.0,2,1.0,90.0,1.0,42.312715,-71.099429,2016-07-16 20:02:51.704904
10116095,1229092,Private room,,Roslindale,0,,2,1.0,115.0,1.0,42.289603,-71.133367,2016-07-16 18:19:43.958547
12994227,8582699,Private room,,Roslindale,0,,2,1.0,65.0,1.0,42.293925,-71.135489,2016-07-16 20:00:18.503573
2950175,1697505,Private room,,Jamaica Plain,11,5.0,1,1.0,50.0,2.0,42.308411,-71.10132,2016-07-16 17:59:16.959870
826706,1997048,Private room,,Dorchester,7,3.5,2,1.0,72.0,3.0,42.299964,-71.080604,2016-07-16 18:52:13.639392
3839678,5776160,Private room,,Mattapan,10,4.0,1,1.0,50.0,1.0,42.270096,-71.088307,2016-07-16 18:40:07.020653
12492474,67637928,Private room,,Mattapan,2,,1,1.0,45.0,14.0,42.273989,-71.070835,2016-07-16 20:06:13.778581
4046057,2947824,Private room,,Roslindale,0,,2,1.0,40.0,1.0,42.271902,-71.131409,2016-07-16 22:35:10.233147
12023024,64331842,Private room,,Roslindale,1,,2,1.0,60.0,1.0,42.286448,-71.139325,2016-07-16 22:09:28.105664
13426831,17401715,Private room,,Jamaica Plain,0,,2,1.0,100.0,1.0,42.313626,-71.108195,2016-07-16 17:13:38.265755
6862594,10608570,Private room,,Jamaica Plain,0,,2,1.0,60.0,1.0,42.319265,-71.113246,2016-07-16 18:04:22.067929
6693305,14303759,Private room,,Jamaica Plain,1,,2,1.0,65.0,1.0,42.320023,-71.10594,2016-07-16 21:27:18.225143
10271867,52274002,Private room,,Jamaica Plain,1,,2,1.0,46.0,1.0,42.32357,-71.106708,2016-07-16 18:50:18.698296
11946029,27112758,Private room,,Jamaica Plain,5,4.5,2,1.0,100.0,1.0,42.32105,-71.104115,2016-07-16 23:20:44.790596
12855005,12164071,Private room,,Jamaica Plain,6,5.0,2,1.0,70.0,2.0,42.313422,-71.107119,2016-07-16 19:35:34.732290
6238463,31691830,Private room,,Jamaica Plain,23,5.0,2,1.0,95.0,2.0,42.315904,-71.114048,2016-07-16 18:15:06.563516
8932377,26023138,Private room,,Jamaica Plain,0,,2,1.0,90.0,1.0,42.319511,-71.114601,2016-07-16 21:54:25.016367
5048406,26062958,Private room,,Dorchester,23,5.0,2,1.0,78.0,2.0,42.312915,-71.065204,2016-07-16 23:11:44.590604
1403408,255183,Private room,,Roxbury,12,5.0,2,1.0,90.0,2.0,42.324648,-71.088694,2016-07-16 21:55:04.985852
6728819,2847302,Private room,,Fenway,5,4.0,2,1.0,95.0,1.0,42.339501,-71.092941,2016-07-16 20:15:22.905209
11592154,24120885,Private room,,Fenway,2,,2,1.0,298.0,14.0,42.349801,-71.09535,2016-07-16 19:11:42.486412
9180965,46814477,Private room,,Fenway,1,,1,1.0,129.0,1.0,42.343118,-71.093836,2016-07-16 18:10:23.566569
8973483,30383169,Private room,,Fenway,5,4.5,3,1.0,100.0,1.0,42.349047,-71.09415,2016-07-16 17:48:31.582256
8367382,44095370,Private room,,Fenway,0,,2,1.0,80.0,1.0,42.341441,-71.09815,2016-07-16 19:41:56.792393
13683512,49493438,Private room,,Fenway,1,,1,1.0,74.0,1.0,42.34292,-71.09114,2016-07-16 20:20:19.884761
10139648,33506779,Private room,,Fenway,0,,2,1.0,50.0,1.0,42.34467,-71.101183,2016-07-16 18:10:43.515547
10862793,56272781,Private room,,Fenway,0,,2,1.0,80.0,2.0,42.343512,-71.097471,2016-07-16 17:52:25.168699
13079902,29227463,Private room,,Fenway,1,,2,1.0,89.0,1.0,42.341587,-71.092201,2016-07-16 22:41:53.533428
11799482,7825154,Private room,,Fenway,2,,1,1.0,57.0,14.0,42.344129,-71.090509,2016-07-16 20:06:47.582744
12826881,18034920,Private room,,Fenway,4,4.5,1,1.0,80.0,1.0,42.341719,-71.088895,2016-07-16 18:55:11.866120
